,Company_Name,Rcmd_Name,Score
1693,"equity bancshares, inc.",dime community bancshares inc. (acquired),0.49
3701,imperial equities inc.,"industrial tech acquisitions ii, inc.",0.49
11289,"value line income & growth fund, inc.","columbia seligman premium technology growth fund, inc",0.49
13037,nuveen mortgage opportunity term fund,western asset mortgage defined opportunity fund inc,0.49
8140,alaris equity partners income trust,calamos long/short equity & dynamic income trust fund,0.49
6986,allied properties reit - esop,essential properties realty trust inc,0.49
6300,foresight autonomous holdings ltd.,"greenlight biosciences holdings, inc.",0.49
1545,"maiden holdings, ltd.","comera life sciences holdings, inc.",0.49
5337,franco-nevada corporation,peapack-gladstone financial corporation,0.49
5759,aberdeen investment funds,primark private equity investments fund,0.49
13719,bny mellon investment funds i,bny mellon high yield strategies fund,0.49
8199,bowx acquisition corp,axios sustainable growth acquisition corp,0.49
12446,skyline clean energy fund,tortoise pipeline & energy fund inc,0.49
5396,john hancock variable insurance trust,john hancock financial opportunities fund,0.49
1860,four nines gold inc.,"sun country airlines holdings, inc.",0.49
11067,rover critical minerals corp.,b. riley principal 250 merger corp.,0.49
2150,esg global impact capital inc.,"ha sustainable infrastructure capital, inc.",0.49
12346,raise production inc.,loral space and communications inc.,0.49
13161,pimco fixed income shares,pimco corporate & income stategy fund,0.49
4895,altan nevada minerals limited,alpha and omega semiconductor limited,0.49
12372,copperhead resources inc.,continental resources inc/ma (ctlr),0.49
1520,invesco municipal trust,invesco municipal income opportunities trust ii,0.49
13887,bit mining limited,marble point loan financing limited,0.49
2181,"central bancompany, inc.","petco health and wellness company, inc.",0.49
13993,touchstone strategic trust,blackstone real estate income trust inc,0.49
7770,john hancock sovereign bond fund,john hancock short duration credit opportunities fund,0.49
12880,invesco investment funds,invesco trust for investment grade municipals,0.49
11797,investment managers series trust ii,invesco municipal income opportunities trust ii,0.49
1509,ibc advanced alloys corp.,highland transcend partners i corp.,0.49
13184,american century asset alloc. port inc.,american battery technology company,0.49
976,aneesh capital corp.,benessere capital acquisition corp.,0.49
12838,eaton vance tax-managed global,eaton vance tax-managed global diversified equity income fund,0.49
9606,"argo group international holdings, ltd.","patriot transportation holding, inc.",0.49
5660,"delaware group income funds, inc.","delaware investments minnesota municipal income fund ii, inc.",0.49
10162,targa exploration corp.,aurora technology acquisition corp.,0.49
7480,"ninety one north america, inc.",fidelity national information services inc.,0.49
6923,goldman sachs middle market lending ii,goldman sachs mlp energy and renaissance fund,0.49
12223,"enable injections, inc.","comera life sciences holdings, inc.",0.49
8486,blue owl technology income corp.,enterprise 4.0 technology acquisition corp.,0.49
4445,four quadrant global real estate,cbre clarion global real estate income fund,0.49
6219,mcloud technologies corp.,advanced analogic technologies incorporated,0.49
11889,desjardins ri emerging markets-net-zero,ishares jp morgan usd emerging markets bond etf,0.49
13221,lord abbett credit opportunities-i,john hancock short duration credit opportunities fund,0.49
10301,"china united insurance service, inc.",fidelity national information services inc.,0.49
6889,global li-ion graphite corp.,global technology acquisition corp. i,0.49
9522,china eastern airlines corporation ltd.,international business machines corporation (ibm),0.49
1781,terranueva corporation,enterprise financial services corporation,0.49
8491,real time measurements inc.,universal security instruments inc.,0.49
12743,federated equity funds,aberdeen australia equity fund inc.,0.49
13910,invesco s&p 500 momentum index etf,ishares edge msci usa momentum factor etf,0.49
9682,"the korea fund, inc.","cornerstone total return fund, inc.",0.49
7557,g medical innovations holdings ltd.,american axle & manufacturing holdings inc.,0.49
9584,alliancebernstein funds,alliancebernstein global high income fund inc,0.49
4600,the allstate corporation,monmouth real estate investment corporation,0.49
11362,mount dakota energy corp.,houston american energy corporation,0.49
12327,tricon residential inc.,heidrick & struggles international inc.,0.49
4844,liberty bancshares inc.,dime community bancshares inc. (acquired),0.49
5860,ocean spray cranberries inc,cheetah net supply chain service inc.,0.49
6849,hanna capital corp.,hennessy capital investment corp. v,0.49
9577,teras resources inc.,continental resources inc/ma (ctlr),0.49
12451,leith wheeler investment counsel ltd.,northern star investment corp. ii,0.49
13203,dtf tax-free income fund inc.,credit suisse asset management income fund inc.,0.49
10670,the equitable life insurance co. of cda,kansas city life insurance company,0.49
4007,greenfirst forest products inc.,"greenlight biosciences holdings, inc.",0.49
13024,domini investment trust,blackrock municipal income investment trust,0.49
4524,allied properties reit,industrial logistics properties trust,0.49
10364,identillect technologies corp.,advanced analogic technologies incorporated,0.49
6071,prime meridian holding company,american equity investment life holding company,0.49
8657,dialogue health technologies inc.,advanced analogic technologies incorporated,0.49
12911,blue bird corporation,bluegreen vacations holding corporation,0.49
12913,invesco counselor series trust,industrial logistics properties trust,0.49
2994,seanergy maritime holdings corp.,beard energy transition acquisition corp.,0.49
10843,7gc & co holdings inc.,bridge investment group holdings inc.,0.49
7870,solaris resources inc.,"solaris energy infrastructure, inc.",0.49
485,eastwest bioscience inc.,"greenlight biosciences holdings, inc.",0.49
7360,oracle commodity holding corp.,tonix pharmaceuticals holding corp.,0.49
8768,centrus energy corp.,centrus energy corp (formerly usec inc),0.49
11381,alliancebernstein funds,alliancebernstein global high income fund inc,0.49
13652,bastion square partners inc.,madison square garden entertainment corp.,0.49
12353,decarbonization plus acquisition corp,technology & telecommunication acquisition corp,0.49
5703,choice properties real estate inv. trust,apollo commercial real estate finance inc,0.49
12273,hartford mutual funds ii inc,blackrock muniholdings fund ii inc.,0.49
2212,kirkland lake discoveries corp.,highland transcend partners i corp.,0.49
13515,luxxfolio holdings inc.,ccc intelligent solutions holdings inc.,0.49
407,delaware global equity fund,delaware enhanced global dividend & income fund,0.49
5656,bettermoo(d) food corporation,great lakes dredge & dock corporation,0.49
3801,energy plug technologies corp.,enterprise 4.0 technology acquisition corp.,0.49
8036,agjunction inc.,"nuance communications, inc.",0.48
4969,systematic savings bank,mid-southern savings bank fsb,0.48
13392,"fpa perennial fund, inc.","blackrock munienhanced fund, inc.",0.48
6495,glacier media inc.,travelcenters of america inc.,0.48
6088,canada carbon inc.,grand canyon education inc.,0.48
4928,p2 gold inc.,apex global brands inc.,0.48
189,beretta ventures ltd.,"mill city ventures iii, ltd",0.48
8134,g2 energy corp.,gulfport energy corporation,0.48
11275,new leaf ventures inc.,general american investors inc.,0.48
4020,otelco inc.,northfield bancorp inc.,0.48
13409,i on digital corp,applied digital corporation,0.48
6660,pae incorporated,corcept therapeutics incorporated,0.48
8975,cubicfarm systems corp.,spectra systems corporation,0.48
3997,revolugroup canada inc.,"superior group of companies, inc.",0.48
11253,eat well investment group inc.,western asset investment grade income fund inc,0.48
13912,bmo sustainable global multi-sector bond,ecofin sustainable and social impact term fund,0.48
9052,monumental energy corp.,monument circle acquisition corp.,0.48
6911,quebecor inc.,"customers bancorp, inc.",0.48
10135,sylvamo corporation,shelter acquisition corporation i,0.48
8074,shengfeng development limited,safe & green development corp,0.48
3949,richmond minerals inc.,piedmont office realty trust inc.,0.48
11228,1111 exploration corp.,"riley exploration permian, inc.",0.48
2423,lithium chile inc.,lightpath technologies inc.,0.48
13998,russell investments,globalink investment inc.,0.48
1280,"surge components, inc.",taitron components incorporated,0.48
5005,northern lights resources corp.,northern star investment corp. ii,0.48
119,boosh plant-based brands inc.,"cornerstone building brands, inc.",0.48
1018,exagen inc,lexagene holdings inc,0.48
1479,lomiko metals inc.,"longboard pharmaceuticals, inc.",0.48
12060,smooth rock ventures corp.,sk growth opportunities corp.,0.48
4805,goviex uranium inc.,good times restaurants inc.,0.48
7209,"rumbleon, inc.","purple innovation, inc.",0.48
740,tnr gold corp.,fox factory holding corp.,0.48
3465,franklin templeton shariah funds,franklin templeton limited duration income trust,0.48
508,southern empire resources corp.,southern missouri bancorp inc.,0.48
6736,gpm metals inc.,spectrum pharmaceuticals inc.,0.48
7548,abound energy inc.,advanced energy industries inc.,0.48
11935,manganese x energy corp.,american eagle energy corporation,0.48
7530,clarity gold corp.,ping identity holding corp.,0.48
12785,anquiro ventures ltd.,"mill city ventures iii, ltd",0.48
5615,civeo corporation,mantech international corporation,0.48
13697,air methods,air methods corporation,0.48
5929,invesco sector funds,invesco american franchise fund,0.48
13672,plus products inc.,"installed building products, inc.",0.48
10928,enertopia corp.,inventrust properties corp.,0.48
12087,fidelity money market portfolio,fidelity institutional money market funds - government portfolio,0.48
10962,fintech scion limited,rtw biotech opportunities limited,0.48
12749,refined energy corp.,american eagle energy corporation,0.48
7421,hafnia limited,phoenix new media limited,0.48
2738,"rollins, inc.","forge global holdings, inc.",0.48
9652,"four corners, inc.",four corners property trust inc,0.48
2332,storm resources ltd.,"custom truck one source, inc.",0.48
7407,cliffside capital ltd.,"orchid island capital, inc.",0.48
1278,revival gold inc.,"direct digital holdings, inc.",0.48
5257,love pharma inc.,"provectus pharmaceuticals, inc.",0.48
13099,federated insurance series,heritage insurance holdings inc,0.48
7982,"covetrus, inc.","aerovate therapeutics, inc.",0.48
3844,strathmore plus uranium corp.,stratim cloud acquisition corp.,0.48
11135,thunder gold corp.,"thunder mountain gold, inc.",0.48
3822,prophotonix limited,phoenix new media limited,0.48
3814,first lithium minerals corp.,first community financial corp/pa,0.48
10032,valour inc.,valmont industries inc.,0.48
164,"playags, inc.","bluejay diagnostics, inc.",0.48
549,endeavour mining plc,"endeavor group holdings, inc.",0.48
11145,sono group n.v.,simon property group inc.,0.48
12291,core one labs inc.,"cornerstone building brands, inc.",0.48
726,argo living soils corp.,arogo capital acquisition corp.,0.48
5216,standard uranium ltd.,standard avb financial corp,0.48
10709,top financial group limited,hartford financial services group inc. (the),0.48
54,dollarama inc.,"molecular templates, inc.",0.48
12899,invesco sector funds,invesco american franchise fund,0.48
2811,musk ventures ltd.,"mill city ventures iii, ltd",0.48
11211,the hackett group inc,first watch restaurant group inc.,0.48
